preprint_doi,document,category,version_count,published_doi,pmcid,pmcoa,journal,preprint_date,published_date,time_to_published,doc_distances
10.1101/443226,443226_v1.xml,neuroscience,1,10.1186/s12915-019-0646-4,PMC6456965,TRUE,BMC_Biol,10/14/18,4/10/19,178 days,1.794784614
10.1101/443234,443234_v1.xml,neuroscience,7,10.1371/journal.pcbi.1007331,PMC6762208,TRUE,PLoS_Comput_Biol,10/14/18,9/16/19,337 days,1.448638328
10.1101/443267,443267_v1.xml,genetics,1,10.1007/s00122-019-03327-y,PMC6588656,TRUE,Theor_Appl_Genet,10/14/18,3/19/19,156 days,0.804540399
10.1101/443515,443515_v1.xml,genomics,1,10.1038/s41477-018-0349-9,PMC6784882,TRUE,Nat_Plants,10/15/18,1/28/19,105 days,2.050041938
10.1101/443531,443531_v1.xml,neuroscience,2,10.7554/elife.42025,PMC6435324,TRUE,eLife,10/24/18,3/26/19,153 days,1.266494339
10.1101/443580,443580_v1.xml,genomics,1,10.1038/s41467-019-11770-0,PMC6731219,TRUE,Nat_Commun,10/16/18,9/6/19,325 days,1.215042385
10.1101/443606,443606_v1.xml,biochemistry,1,10.15698/mic2019.05.678,PMC6506693,TRUE,Microb_Cell,10/15/18,5/6/19,203 days,0.995724079
10.1101/443655,443655_v1.xml,evolutionary biology,1,10.1098/rsos.181876,PMC6458373,TRUE,R_Soc_Open_Sci,10/16/18,3/27/19,162 days,1.804028081
10.1101/443689,443689_v1.xml,neuroscience,1,10.7554/elife.42756,PMC6333442,TRUE,eLife,10/15/18,1/15/19,92 days,1.651143912
10.1101/443697,443697_v1.xml,cancer biology,1,10.7554/elife.42424,PMC6428585,TRUE,eLife,10/16/18,1/25/19,101 days,1.220730917
10.1101/443739,443739_v1.xml,neuroscience,1,10.3389/fnmol.2019.00012,PMC6370740,TRUE,Front_Mol_Neurosci,10/16/18,2/5/19,112 days,1.280914234
10.1101/443747,443747_v1.xml,developmental biology,1,10.1186/s13227-019-0116-7,PMC6399929,TRUE,EvoDevo,11/9/18,3/5/19,116 days,0.980078149
10.1101/443804,443804_v1.xml,biochemistry,1,10.1038/s41589-019-0279-5,PMC6592777,TRUE,Nat_Chem_Biol,10/15/18,6/17/19,245 days,9.100433775
10.1101/443838,443838_v1.xml,bioinformatics,1,10.1074/mcp.tir118.001131,PMC6495250,TRUE,Mol_Cell_Proteomics,10/15/18,2/12/19,120 days,0.474686574
10.1101/443887,443887_v1.xml,genetics,1,10.1038/s41467-019-12208-3,PMC6776532,TRUE,Nat_Commun,10/17/18,10/3/19,351 days,2.265587078
10.1101/443945,443945_v1.xml,evolutionary biology,1,10.1371/journal.pbio.3000341,PMC6611643,TRUE,PLoS_Biol,10/16/18,6/24/19,251 days,1.550299847
10.1101/443978,443978_v1.xml,physiology,1,10.1155/2019/7084734,PMC6421034,TRUE,Biomed_Res_Int,10/15/18,2/28/19,136 days,1.093554035
10.1101/443994,443994_v1.xml,cancer biology,1,10.1371/journal.pone.0206394,PMC6319703,TRUE,PLoS_One,10/15/18,1/4/19,81 days,0.585823225
10.1101/444018,444018_v1.xml,cell biology,1,10.1371/journal.pone.0206395,PMC6436761,TRUE,PLoS_One,10/15/18,3/27/19,163 days,0.936814152
10.1101/444034,444034_v1.xml,genomics,1,10.1371/journal.pcbi.1006564,PMC6456218,TRUE,PLoS_Comput_Biol,10/15/18,3/28/19,164 days,0.899815743
10.1101/444059,444059_v1.xml,genetics,1,10.1371/journal.pgen.1007765,PMC6445486,TRUE,PLoS_Genet,10/15/18,3/21/19,157 days,1.349203283
10.1101/444075,444075_v1.xml,neuroscience,1,10.7554/elife.42687,PMC6392497,TRUE,eLife,10/15/18,2/8/19,116 days,1.061925252
10.1101/444117,444117_v1.xml,bioinformatics,2,10.3389/fgene.2019.00105,PMC6382676,TRUE,Front_Genet,10/15/18,2/14/19,122 days,1.573009748
10.1101/444141,444141_v1.xml,genomics,1,10.7717/peerj.6561,PMC6398431,TRUE,PeerJ,10/24/18,3/1/19,128 days,1.876216188
10.1101/444182,444182_v1.xml,systems biology,1,10.1038/s41598-019-41235-9,PMC6426952,TRUE,Sci_Rep,10/16/18,3/20/19,155 days,1.548473226
10.1101/444190,444190_v1.xml,genomics,2,10.1038/s41598-019-47226-0,PMC6668405,TRUE,Sci_Rep,10/16/18,7/31/19,288 days,0.767541732
10.1101/444240,444240_v1.xml,bioengineering,1,10.1038/s41598-019-40608-4,PMC6411852,TRUE,Sci_Rep,10/16/18,3/11/19,146 days,0.797113426
10.1101/444257,444257_v1.xml,neuroscience,2,10.1073/pnas.1820553116,PMC6576124,TRUE,Proc_Natl_Acad_Sci_U_S_A,10/16/18,5/28/19,224 days,1.606230656
10.1101/444273,444273_v2.xml,evolutionary biology,3,10.1111/evo.13756,PMC6771508,TRUE,Evolution,10/16/18,5/31/19,227 days,2.061533021
10.1101/444315,444315_v1.xml,neuroscience,1,10.1038/s41598-019-44798-9,PMC6554355,TRUE,Sci_Rep,10/16/18,6/6/19,233 days,1.922441086
10.1101/444364,444364_v2.xml,evolutionary biology,2,10.1038/s41467-019-13427-4,PMC6884545,TRUE,Nat_Commun,10/16/18,11/29/19,409 days,2.50599642
10.1101/444398,444398_v1.xml,bioinformatics,1,10.1093/bioinformatics/btz490,PMC6956794,TRUE,Bioinformatics,10/16/18,6/11/19,238 days,0.919108055
10.1101/444414,444414_v1.xml,biochemistry,1,10.1038/s41467-019-08880-0,PMC6393466,TRUE,Nat_Commun,10/16/18,2/27/19,134 days,1.361679538
10.1101/444489,444489_v1.xml,biophysics,3,10.1038/s41598-019-48028-0,PMC6691135,TRUE,Sci_Rep,10/16/18,8/12/19,300 days,2.542407123
10.1101/444521,444521_v1.xml,microbiology,1,10.1038/s41467-019-09764-z,PMC6467912,TRUE,Nat_Commun,10/17/18,4/16/19,181 days,1.16173447
10.1101/444570,444570_v1.xml,cell biology,1,10.7554/elife.42879,PMC6546395,TRUE,eLife,10/16/18,5/21/19,217 days,1.55853703
10.1101/444828,444828_v1.xml,bioinformatics,3,10.1371/journal.pcbi.1007556,PMC6938691,TRUE,PLoS_Comput_Biol,10/16/18,12/18/19,428 days,1.135351874
10.1101/444901,444901_v1.xml,biochemistry,2,10.1038/s41467-019-09133-w,PMC6427027,TRUE,Nat_Commun,10/16/18,3/20/19,155 days,3.448991538
10.1101/445023,445023_v1.xml,genomics,1,10.1186/s13059-019-1706-3,PMC6532271,TRUE,Genome_Biol,10/16/18,5/22/19,218 days,1.031345476
10.1101/445049,445049_v1.xml,cancer biology,1,10.1186/s12885-019-5994-5,PMC6686424,TRUE,BMC_Cancer,10/16/18,8/7/19,295 days,0.814021877
10.1101/445130,445130_v1.xml,epidemiology,1,10.1038/s41598-019-42654-4,PMC6474865,TRUE,Sci_Rep,10/26/18,4/19/19,175 days,1.21896362
10.1101/445155,445155_v1.xml,cell biology,1,10.1016/j.bonr.2019.100197,PMC6374520,TRUE,Bone_Rep,10/16/18,2/5/19,112 days,1.746817389
10.1101/445163,445163_v1.xml,bioinformatics,3,10.1186/s13059-019-1718-z,PMC6537380,TRUE,Genome_Biol,10/17/18,5/28/19,223 days,1.744772148
10.1101/445171,445171_v2.xml,microbiology,2,10.1371/journal.pone.0226243,PMC6905546,TRUE,PLoS_One,10/17/18,12/11/19,420 days,1.409208039
10.1101/445262,445262_v3.xml,microbiology,3,10.7554/elife.42906,PMC6692110,TRUE,eLife,10/17/18,7/25/19,281 days,2.014638591
10.1101/445312,445312_v1.xml,neuroscience,1,10.1073/pnas.1817503116,PMC6462064,TRUE,Proc_Natl_Acad_Sci_U_S_A,10/16/18,3/21/19,156 days,1.240350268
10.1101/445353,445353_v1.xml,microbiology,1,10.1371/journal.pone.0206484,PMC6738582,TRUE,PLoS_One,10/16/18,9/11/19,330 days,0.851261774
10.1101/445379,445379_v1.xml,epidemiology,1,10.1371/journal.pone.0211831,PMC6363391,TRUE,PLoS_One,10/16/18,2/5/19,112 days,1.183362616
10.1101/445437,445437_v3.xml,genomics,3,10.1186/s12864-019-5870-3,PMC6588940,TRUE,BMC_Genomics,10/30/18,6/21/19,234 days,1.292053035
10.1101/445502,445502_v2.xml,microbiology,2,10.1186/s12915-019-0661-5,PMC6543643,TRUE,BMC_Biol,10/17/18,5/30/19,225 days,1.760178189
10.1101/445528,445528_v2.xml,neuroscience,2,10.1093/brain/awz276,PMC6821230,TRUE,Brain,10/17/18,9/1/19,319 days,1.382352636
10.1101/445569,445569_v1.xml,bioengineering,2,10.7717/peerj.6788,PMC6485203,TRUE,PeerJ,10/17/18,4/23/19,188 days,2.357356877
10.1101/445577,445577_v1.xml,neuroscience,1,10.1534/g3.118.200809,PMC6385990,TRUE,G3_(Bethesda),10/16/18,2/1/19,108 days,1.47583468
10.1101/445585,445585_v1.xml,neuroscience,1,10.1038/s41598-019-48456-y,PMC6700190,TRUE,Sci_Rep,10/17/18,8/19/19,306 days,1.048275381
10.1101/445684,445684_v1.xml,evolutionary biology,1,10.1186/s12862-019-1410-7,PMC6472079,TRUE,BMC_Evol_Biol,10/17/18,4/18/19,183 days,1.550385669
10.1101/445726,445726_v1.xml,microbiology,2,10.1128/msphere.00574-18,PMC6262259,TRUE,mSphere,10/17/18,11/28/18,42 days,1.059641411
10.1101/445924,445924_v1.xml,genomics,2,10.1093/nar/gkz107,PMC6486641,TRUE,Nucleic_Acids_Res,10/17/18,2/22/19,128 days,0.827756599
10.1101/445973,445973_v1.xml,cell biology,1,10.1242/jcs.226852,PMC6503952,TRUE,J_Cell_Sci,10/17/18,3/19/19,153 days,1.507664484
10.1101/446088,446088_v1.xml,cell biology,1,10.7554/elife.47867,PMC6684319,TRUE,eLife,10/17/18,6/27/19,253 days,1.620562773
10.1101/446104,446104_v1.xml,genomics,1,10.1186/s13059-019-1713-4,PMC6547541,TRUE,Genome_Biol,10/17/18,6/3/19,229 days,1.593968968
10.1101/446161,446161_v2.xml,developmental biology,2,10.1186/s13227-019-0117-6,PMC6399963,TRUE,EvoDevo,10/17/18,3/5/19,139 days,1.442677221
10.1101/446179,446179_v1.xml,microbiology,3,10.7554/elife.42508,PMC6391073,TRUE,eLife,10/17/18,2/4/19,110 days,1.554260708
10.1101/446260,446260_v1.xml,molecular biology,3,10.1038/s41598-019-47552-3,PMC6667500,TRUE,Sci_Rep,10/17/18,7/30/19,286 days,1.498976363
10.1101/446294,446294_v1.xml,ecology,3,10.1371/journal.pone.0206563,PMC6544214,TRUE,PLoS_One,10/17/18,5/31/19,226 days,1.040545139
10.1101/446310,446310_v1.xml,molecular biology,1,10.1371/journal.pntd.0006927,PMC6936870,TRUE,PLoS_Negl_Trop_Dis,10/17/18,12/16/19,425 days,0.953475291
10.1101/446336,446336_v1.xml,developmental biology,1,10.1371/journal.pbio.3000057,PMC6453563,TRUE,PLoS_Biol,10/17/18,3/27/19,161 days,1.361634759
10.1101/446369,446369_v2.xml,microbiology,2,10.1038/s41467-019-11974-4,PMC6742659,TRUE,Nat_Commun,10/18/18,9/12/19,329 days,1.001488055
10.1101/446377,446377_v1.xml,bioinformatics,1,10.3390/cancers11040501,PMC6520950,TRUE,Cancers_(Basel),10/17/18,4/8/19,173 days,1.236147154
10.1101/446393,446393_v2.xml,bioengineering,2,10.3389/fbioe.2018.00207,PMC6331482,TRUE,Front_Bioeng_Biotechnol,10/18/18,1/8/19,82 days,0.744453954
10.1101/446427,446427_v2.xml,molecular biology,2,10.1038/s41598-019-45257-1,PMC6586825,TRUE,Sci_Rep,10/18/18,6/20/19,245 days,1.788074518
10.1101/446492,446492_v1.xml,genetics,1,10.1371/journal.pgen.1008009,PMC6469799,TRUE,PLoS_Genet,10/17/18,4/5/19,170 days,1.435097122
10.1101/446500,446500_v2.xml,neuroscience,4,10.15252/emmm.201809540,PMC6328942,TRUE,EMBO_Mol_Med,10/17/18,12/5/18,49 days,1.53601337
10.1101/446542,446542_v2.xml,cancer biology,2,10.1371/journal.pgen.1008415,PMC6786653,TRUE,PLoS_Genet,10/17/18,10/1/19,349 days,1.680191568
10.1101/446625,446625_v1.xml,neuroscience,1,10.1038/s41593-018-0287-x,PMC6375307,TRUE,Nat_Neurosci,10/17/18,12/17/18,61 days,0.929043439
10.1101/446716,446716_v3.xml,bioinformatics,3,10.1093/molbev/msz053,PMC6573476,TRUE,Mol_Biol_Evol,10/23/18,3/11/19,139 days,0.676398937
10.1101/446781,446781_v2.xml,microbiology,2,10.1128/mbio.02273-18,PMC6372794,TRUE,mBio,10/18/18,2/12/19,117 days,0.997279183
10.1101/446831,446831_v1.xml,cancer biology,1,10.3390/ijms20051251,PMC6429132,TRUE,Int_J_Mol_Sci,10/18/18,3/12/19,145 days,0.925474246
10.1101/446849,446849_v2.xml,genomics,3,10.1186/s12864-019-5782-2,PMC6528373,TRUE,BMC_Genomics,10/18/18,5/21/19,215 days,1.111443193
10.1101/446898,446898_v1.xml,genetics,1,10.1038/s41598-019-38950-8,PMC6382888,TRUE,Sci_Rep,10/18/18,2/20/19,125 days,1.336043553
10.1101/446906,446906_v1.xml,animal behavior and cognition,1,10.1098/rsos.181777,PMC6458397,TRUE,R_Soc_Open_Sci,10/18/18,3/13/19,146 days,1.50015501
10.1101/446922,446922_v1.xml,cell biology,1,10.7554/elife.42834,PMC6559805,TRUE,eLife,10/18/18,5/20/19,214 days,1.20324416
10.1101/446948,446948_v1.xml,neuroscience,1,10.1371/journal.pbio.3000233,PMC6490885,TRUE,PLoS_Biol,10/18/18,4/30/19,194 days,0.711324129
10.1101/446997,446997_v4.xml,neuroscience,4,10.1155/2019/8276715,PMC6657633,TRUE,Comput_Math_Methods_Med,10/18/18,7/11/19,266 days,1.05154536
10.1101/447003,447003_v1.xml,ecology,1,10.1371/journal.pone.0206648,PMC6377124,TRUE,PLoS_One,10/18/18,2/15/19,120 days,1.013093471
10.1101/447029,447029_v1.xml,animal behavior and cognition,1,10.1371/journal.pone.0206649,PMC6528997,TRUE,PLoS_One,10/18/18,5/21/19,215 days,0.611389165
10.1101/447151,447151_v1.xml,evolutionary biology,1,10.7554/elife.44269,PMC6488294,TRUE,eLife,10/18/18,4/9/19,173 days,2.098479285
10.1101/447177,447177_v4.xml,genetics,5,10.1038/s41598-019-42515-0,PMC6461639,TRUE,Sci_Rep,10/18/18,4/12/19,176 days,1.124826696
10.1101/447185,447185_v1.xml,epidemiology,1,10.1186/s12916-019-1344-3,PMC6572730,TRUE,BMC_Med,10/19/18,6/17/19,241 days,1.133599142
10.1101/447268,447268_v2.xml,bioinformatics,2,10.1021/acs.jproteome.8b00927,PMC6578358,TRUE,J_Proteome_Res,10/18/18,4/1/19,165 days,0.635186129
10.1101/447276,447276_v1.xml,neuroscience,1,10.7554/elife.42974,PMC6384027,TRUE,eLife,10/18/18,2/8/19,113 days,1.341210308
10.1101/447375,447375_v1.xml,cancer biology,1,10.1186/s12014-019-9236-2,PMC6461817,TRUE,Clin_Proteomics,10/18/18,4/13/19,177 days,1.130292377
10.1101/447409,447409_v2.xml,biophysics,2,10.7717/peerj.7280,PMC6622159,TRUE,PeerJ,10/18/18,7/8/19,263 days,1.698005592
10.1101/447417,447417_v2.xml,biochemistry,2,10.1038/s41467-019-11753-1,PMC6718402,TRUE,Nat_Commun,10/19/18,9/2/19,318 days,1.708282357
10.1101/447474,447474_v1.xml,genomics,1,10.1093/sleep/zsz101,PMC6685317,TRUE,Sleep,10/18/18,5/29/19,223 days,1.013996558
10.1101/447482,447482_v1.xml,neuroscience,1,10.7554/elife.42325,PMC6533062,TRUE,eLife,10/18/18,5/23/19,217 days,1.072495873
10.1101/447516,447516_v1.xml,neuroscience,1,10.1167/19.12.1,PMC6779095,TRUE,J_Vis,10/18/18,10/1/19,348 days,0.910122989
10.1101/447524,447524_v2.xml,bioengineering,2,10.1093/nar/gky1173,PMC6379653,TRUE,Nucleic_Acids_Res,10/19/18,11/5/18,17 days,0.522515668
10.1101/447532,447532_v2.xml,neuroscience,2,10.7554/elife.42992,PMC6464606,TRUE,eLife,10/19/18,4/4/19,167 days,1.492593413
10.1101/447573,447573_v1.xml,epidemiology,1,10.3389/fgene.2019.00618,PMC6635582,TRUE,Front_Genet,10/19/18,7/10/19,264 days,2.344441664
10.1101/447631,447631_v2.xml,biophysics,3,10.1038/s41598-019-43194-7,PMC6488695,TRUE,Sci_Rep,10/18/18,4/29/19,193 days,2.222381125
10.1101/447680,447680_v2.xml,cell biology,2,10.1083/jcb.201704019,PMC6504908,TRUE,J_Cell_Biol,10/19/18,3/15/19,147 days,1.192906078
10.1101/447706,447706_v1.xml,genomics,1,10.1155/2019/2807470,PMC6476151,TRUE,Comput_Math_Methods_Med,10/19/18,4/8/19,171 days,1.290566171
10.1101/447854,447854_v1.xml,evolutionary biology,1,10.1126/sciadv.aav9963,PMC6892616,TRUE,Sci_Adv,10/19/18,12/5/19,412 days,1.178316142
10.1101/447888,447888_v1.xml,developmental biology,1,10.1016/j.cub.2018.11.007,PMC6331351,TRUE,Curr_Biol,10/27/18,12/3/18,37 days,2.020476845
10.1101/447896,447896_v2.xml,biophysics,2,10.1038/s41467-019-09923-2,PMC6497633,TRUE,Nat_Commun,10/19/18,5/2/19,195 days,1.718823126
10.1101/447904,447904_v1.xml,biochemistry,1,10.1074/mcp.tir118.001270,PMC6495262,TRUE,Mol_Cell_Proteomics,10/25/18,3/4/19,130 days,0.989500403
10.1101/447920,447920_v1.xml,cell biology,1,10.7554/elife.42837,PMC6374077,TRUE,eLife,10/19/18,1/29/19,102 days,0.912697886
10.1101/448068,448068_v1.xml,animal behavior and cognition,1,10.1098/rsos.190587,PMC6774991,TRUE,R_Soc_Open_Sci,10/20/18,9/25/19,340 days,1.00859698
10.1101/448076,448076_v1.xml,cancer biology,1,10.1016/j.ccell.2019.05.013,PMC6617392,TRUE,Cancer_Cell,10/19/18,7/8/19,262 days,1.12391203
10.1101/448092,448092_v1.xml,microbiology,1,10.1038/s41421-019-0080-3,PMC6341109,TRUE,Cell_Discov,10/20/18,1/22/19,94 days,1.421196183
10.1101/448134,448134_v1.xml,neuroscience,1,10.1016/j.cub.2019.04.067,PMC6584359,TRUE,Curr_Biol,10/22/18,5/23/20,579 days,1.328925835
10.1101/448142,448142_v1.xml,molecular biology,1,10.1038/s41467-018-07466-6,PMC6265251,TRUE,Nat_Commun,10/20/18,11/29/18,40 days,0.964825686
10.1101/448167,448167_v1.xml,biochemistry,1,10.1371/journal.pone.0206709,PMC6461236,TRUE,PLoS_One,10/19/18,4/12/19,175 days,0.699429796
10.1101/448191,448191_v1.xml,ecology,1,10.1371/journal.pone.0206711,PMC6366740,TRUE,PLoS_One,10/19/18,2/7/19,111 days,1.130183227
10.1101/448209,448209_v1.xml,microbiology,1,10.1371/journal.pone.0206712,PMC6287829,TRUE,PLoS_One,10/19/18,12/10/18,52 days,1.088619143
10.1101/448217,448217_v1.xml,cancer biology,1,10.1371/journal.pone.0206713,PMC6353071,TRUE,PLoS_One,10/19/18,1/30/19,103 days,0.747925475
10.1101/448233,448233_v1.xml,molecular biology,1,10.1371/journal.pone.0206715,PMC6453478,TRUE,PLoS_One,10/19/18,4/8/19,171 days,1.026621882
10.1101/448241,448241_v1.xml,plant biology,1,10.1371/journal.pone.0206716,PMC6306257,TRUE,PLoS_One,10/19/18,12/26/18,68 days,1.405892694
10.1101/448258,448258_v1.xml,epidemiology,1,10.1371/journal.pone.0206717,PMC6296744,TRUE,PLoS_One,10/19/18,12/17/18,59 days,0.890315999
10.1101/448282,448282_v1.xml,cancer biology,2,10.1038/s41598-019-49407-3,PMC6736889,TRUE,Sci_Rep,10/19/18,9/10/19,326 days,1.470102423
10.1101/448290,448290_v1.xml,neuroscience,1,10.1371/journal.pcbi.1006575,PMC6701819,TRUE,PLoS_Comput_Biol,10/19/18,8/8/19,293 days,0.991070291
10.1101/448324,448324_v1.xml,evolutionary biology,1,10.1371/journal.pgen.1007778,PMC6519830,TRUE,PLoS_Genet,10/19/18,4/29/19,192 days,0.851537955
10.1101/448357,448357_v1.xml,immunology,1,10.1371/journal.ppat.1007420,PMC6287881,TRUE,PLoS_Pathog,10/19/18,11/28/18,40 days,1.016693202
10.1101/448365,448365_v1.xml,cell biology,1,10.1371/journal.pntd.0007218,PMC6426186,TRUE,PLoS_Negl_Trop_Dis,10/19/18,3/20/19,152 days,0.745859835
10.1101/448373,448373_v1.xml,microbiology,1,10.3389/fmicb.2019.00327,PMC6401654,TRUE,Front_Microbiol,10/19/18,2/25/19,129 days,1.296837037
10.1101/448381,448381_v1.xml,genetics,1,10.1371/journal.pone.0216222,PMC6510421,TRUE,PLoS_One,10/19/18,5/10/19,203 days,1.691775895
10.1101/448399,448399_v2.xml,microbiology,2,10.1038/s41396-019-0419-7,PMC6776111,TRUE,ISME_J,10/20/18,4/24/19,186 days,1.117314503
10.1101/448449,448449_v1.xml,biophysics,1,10.1523/eneuro.0483-18.2019,PMC6494972,TRUE,eNeuro,10/20/18,3/18/19,149 days,0.7308269
10.1101/448696,448696_v1.xml,microbiology,1,10.1128/msphere.00561-18,PMC6354806,TRUE,mSphere,10/22/18,1/30/19,100 days,0.98013959
10.1101/448712,448712_v1.xml,microbiology,1,10.1128/mbio.02281-18,PMC6282211,TRUE,mBio,10/22/18,11/27/18,36 days,1.200487185
10.1101/448787,448787_v2.xml,genomics,2,10.7717/peerj.7500,PMC6745192,TRUE,PeerJ,10/22/18,9/12/19,325 days,0.963925204
10.1101/448910,448910_v1.xml,molecular biology,1,10.1371/journal.pone.0215669,PMC6474623,TRUE,PLoS_One,10/21/18,4/19/19,180 days,1.081204519
10.1101/448944,448944_v2.xml,cell biology,2,10.1038/s41467-019-09009-z,PMC6399233,TRUE,Nat_Commun,10/21/18,3/4/19,134 days,1.389289683
10.1101/449082,449082_v1.xml,genomics,1,10.1186/s12915-019-0643-7,PMC6441219,TRUE,BMC_Biol,10/22/18,3/29/19,158 days,1.285623987
10.1101/449090,449090_v1.xml,developmental biology,1,10.1242/bio.039552,PMC6361205,TRUE,Biol_Open,10/21/18,12/31/18,71 days,1.243601741
10.1101/449173,449173_v1.xml,cell biology,1,10.3390/cells8010010,PMC6357160,TRUE,Cells,10/21/18,12/26/18,66 days,1.020404549
10.1101/449199,449199_v1.xml,neuroscience,2,10.1371/journal.pbio.3000495,PMC6894889,TRUE,PLoS_Biol,10/24/18,11/21/19,393 days,1.255336013
10.1101/449280,449280_v1.xml,ecology,1,10.1002/ece3.5143,PMC6540668,TRUE,Ecol_Evol,10/22/18,4/29/19,189 days,1.446605698
10.1101/449298,449298_v1.xml,microbiology,1,10.1038/s41598-019-41680-6,PMC6435750,TRUE,Sci_Rep,10/22/18,3/26/19,155 days,2.217705078
10.1101/449371,449371_v1.xml,bioinformatics,1,10.1186/s12864-019-6072-8,PMC6739944,TRUE,BMC_Genomics,10/22/18,9/11/19,324 days,1.39441761
10.1101/449488,449488_v1.xml,developmental biology,1,10.1186/s13227-018-0114-1,PMC6325747,TRUE,EvoDevo,10/22/18,1/8/19,78 days,1.532730241
10.1101/449520,449520_v1.xml,genetics,1,10.1371/journal.pcbi.1007061,PMC6532943,TRUE,PLoS_Comput_Biol,10/22/18,5/13/19,203 days,0.99912475
10.1101/449678,449678_v1.xml,neuroscience,1,10.1016/j.neurobiolaging.2018.11.009,PMC6357872,TRUE,Neurobiol_Aging,10/22/18,11/17/18,26 days,1.537404852
10.1101/449827,449827_v1.xml,neuroscience,1,10.1371/journal.pone.0206770,PMC6374013,TRUE,PLoS_One,10/22/18,2/13/19,114 days,1.013466219
10.1101/449892,449892_v1.xml,microbiology,1,10.1371/journal.pone.0206774,PMC6417642,TRUE,PLoS_One,10/22/18,3/14/19,143 days,1.15473978
10.1101/449926,449926_v1.xml,microbiology,1,10.1371/journal.pone.0206777,PMC6445424,TRUE,PLoS_One,10/22/18,4/2/19,162 days,0.97078
10.1101/449959,449959_v1.xml,ecology,1,10.1371/journal.pone.0206778,PMC6420037,TRUE,PLoS_One,10/22/18,3/15/19,144 days,1.172032825
10.1101/449975,449975_v1.xml,neuroscience,2,10.1371/journal.pone.0206780,PMC6382150,TRUE,PLoS_One,10/22/18,2/20/19,121 days,1.277121956
10.1101/449983,449983_v2.xml,developmental biology,3,10.1371/journal.pgen.1008253,PMC6645565,TRUE,PLoS_Genet,10/25/18,7/10/19,258 days,1.773231458
10.1101/450023,450023_v1.xml,neuroscience,2,10.3389/fpsyg.2019.01103,PMC6542987,TRUE,Front_Psychol,10/22/18,5/24/19,214 days,0.702567539
10.1101/450056,450056_v1.xml,microbiology,1,10.1038/s41598-019-44674-6,PMC6557833,TRUE,Sci_Rep,10/22/18,6/10/19,231 days,1.076301348
10.1101/450064,450064_v1.xml,epidemiology,1,10.1371/journal.pcbi.1007189,PMC6684064,TRUE,PLoS_Comput_Biol,10/22/18,8/6/19,288 days,1.158421072
10.1101/450072,450072_v1.xml,immunology,1,10.1371/journal.ppat.1008144,PMC6863560,TRUE,PLoS_Pathog,10/22/18,11/7/19,381 days,3.348651867
10.1101/450080,450080_v1.xml,molecular biology,1,10.1371/journal.pbio.3000060,PMC6611640,TRUE,PLoS_Biol,10/22/18,6/24/19,245 days,1.145736343
10.1101/450098,450098_v1.xml,microbiology,1,10.1371/journal.pbio.3000059,PMC6333337,TRUE,PLoS_Biol,10/22/18,1/15/19,85 days,1.067323141
10.1101/450130,450130_v1.xml,bioinformatics,1,10.1186/s12859-019-2749-x,PMC6498668,TRUE,BMC_Bioinformatics,10/22/18,5/2/19,192 days,2.356012364
10.1101/450163,450163_v1.xml,systems biology,1,10.1371/journal.pcbi.1007424,PMC6855570,TRUE,PLoS_Comput_Biol,10/22/18,11/4/19,378 days,1.008262828
10.1101/450205,450205_v1.xml,bioinformatics,1,10.1371/journal.pone.0216068,PMC6502313,TRUE,PLoS_One,10/22/18,5/6/19,196 days,0.792188564
10.1101/450221,450221_v1.xml,microbiology,1,10.1128/msphere.00126-19,PMC6416366,TRUE,mSphere,10/26/18,3/13/19,138 days,1.084921039
10.1101/450254,450254_v1.xml,microbiology,2,10.1128/mbio.02577-18,PMC6509195,TRUE,mBio,10/22/18,5/6/19,196 days,1.291854312
10.1101/450270,450270_v1.xml,neuroscience,1,10.1038/s41598-019-45289-7,PMC6586889,TRUE,Sci_Rep,11/2/18,6/20/19,230 days,1.305397718
10.1101/450320,450320_v1.xml,molecular biology,1,10.1371/journal.pone.0222588,PMC6760803,TRUE,PLoS_One,10/23/18,9/25/19,337 days,0.80514729
10.1101/450478,450478_v1.xml,cell biology,1,10.1091/mbc.e19-01-0075,PMC6727771,TRUE,Mol_Biol_Cell,10/23/18,2/20/19,120 days,1.630939624
10.1101/450494,450494_v1.xml,bioengineering,1,10.1371/journal.pntd.0006868,PMC6267962,TRUE,PLoS_Negl_Trop_Dis,10/24/18,11/16/18,23 days,0.791724808
10.1101/450577,450577_v1.xml,microbiology,1,10.1038/s41598-019-42440-2,PMC6506473,TRUE,Sci_Rep,10/23/18,5/9/19,198 days,1.564195043
10.1101/450601,450601_v1.xml,microbiology,1,10.1128/mbio.00263-19,PMC6426601,TRUE,mBio,10/23/18,3/19/19,147 days,1.285870065
10.1101/450635,450635_v1.xml,cell biology,1,10.3389/fimmu.2019.00675,PMC6460894,TRUE,Front_Immunol,10/23/18,4/5/19,164 days,1.681582304
10.1101/450759,450759_v1.xml,evolutionary biology,2,10.1371/journal.pgen.1008035,PMC6443195,TRUE,PLoS_Genet,10/23/18,3/20/19,148 days,0.874397752
10.1101/450809,450809_v1.xml,genomics,1,10.1093/nar/gkz212,PMC6614835,TRUE,Nucleic_Acids_Res,10/24/18,3/18/19,145 days,0.606887096
10.1101/450817,450817_v1.xml,neuroscience,1,10.1371/journal.pbio.3000054,PMC6472824,TRUE,PLoS_Biol,10/23/18,4/8/19,167 days,1.107848676
